gender,discipline,result,score
Man,1000 Metres,3:09.66,257
Man,1000 Metres Short Track,3:12.49,257
Man,600 Metres,1:43.73,256
Man,600 Metres Short Track,1:45.37,256
Man,800 Metres,2:26.04,256
Man,800 Metres Short Track,2:27.98,256
Man,1000 Metres,3:09.75,256
Man,1000 Metres Short Track,3:12.59,256
Man,600 Metres,1:43.78,255
Man,600 Metres Short Track,1:45.42,255
Man,800 Metres,2:26.11,255
Man,800 Metres Short Track,2:28.05,255
Man,1000 Metres,3:09.84,255
Man,1000 Metres Short Track,3:12.68,255
Man,600 Metres,1:43.83,254
Man,600 Metres Short Track,1:45.47,254
Man,800 Metres,2:26.18,254
Man,800 Metres Short Track,2:28.12,254
Man,1000 Metres,3:09.94,254
Man,1000 Metres Short Track,3:12.77,254
Man,600 Metres,1:43.88,253
Man,600 Metres Short Track,1:45.53,253
Man,800 Metres,2:26.25,253
Man,800 Metres Short Track,2:28.19,253
Man,1000 Metres,3:10.03,253
Man,1000 Metres Short Track,3:12.86,253
Man,600 Metres,1:43.93,252
Man,600 Metres Short Track,1:45.58,252
Man,800 Metres,2:26.32,252
Man,800 Metres Short Track,2:28.27,252
Man,1000 Metres,3:10.12,252
Man,1000 Metres Short Track,3:12.96,252
Man,600 Metres,1:43.98,251
Man,600 Metres Short Track,1:45.63,251
Man,800 Metres,2:26.39,251
Man,800 Metres Short Track,2:28.34,251
Man,1000 Metres,3:10.22,251
Man,1000 Metres Short Track,3:13.05,251
Man,600 Metres,1:44.04,250
Man,600 Metres Short Track,1:45.68,250
Man,800 Metres,2:26.46,250
Man,800 Metres Short Track,2:28.41,250
Man,1000 Metres,3:10.31,250
Man,1000 Metres Short Track,3:13.15,250
Man,600 Metres,1:44.09,249
Man,600 Metres Short Track,1:45.73,249
Man,800 Metres,2:26.53,249
Man,800 Metres Short Track,2:28.48,249
Man,1000 Metres,3:10.41,249
Man,1000 Metres Short Track,3:13.24,249
Man,600 Metres,1:44.14,248
Man,600 Metres Short Track,1:45.78,248
Man,800 Metres,2:26.60,248
Man,800 Metres Short Track,2:28.55,248
Man,1000 Metres,3:10.50,248
Man,1000 Metres Short Track,3:13.33,248
Man,600 Metres,1:44.19,247
Man,600 Metres Short Track,1:45.83,247
Man,800 Metres,2:26.68,247
Man,800 Metres Short Track,2:28.62,247
Man,1000 Metres,3:10.60,247
Man,1000 Metres Short Track,3:13.43,247
Man,600 Metres,1:44.24,246
Man,600 Metres Short Track,1:45.88,246
Man,800 Metres,2:26.75,246
Man,800 Metres Short Track,2:28.69,246
Man,1000 Metres,3:10.69,246
Man,1000 Metres Short Track,3:13.52,246
Man,600 Metres,1:44.29,245
Man,600 Metres Short Track,1:45.93,245
Man,800 Metres,2:26.82,245
Man,800 Metres Short Track,2:28.77,245
Man,1000 Metres,3:10.79,245
Man,1000 Metres Short Track,3:13.62,245
Man,600 Metres,1:44.34,244
Man,600 Metres Short Track,1:45.98,244
Man,800 Metres,2:26.89,244
Man,800 Metres Short Track,2:28.84,244
Man,1000 Metres,3:10.88,244
Man,1000 Metres Short Track,3:13.71,244
Man,600 Metres,1:44.39,243
Man,600 Metres Short Track,1:46.03,243
Man,800 Metres,2:26.96,243
Man,800 Metres Short Track,2:28.91,243
Man,1000 Metres,3:10.98,243
Man,1000 Metres Short Track,3:13.81,243
Man,600 Metres,1:44.45,242
Man,600 Metres Short Track,1:46.08,242
Man,800 Metres,2:27.03,242
Man,800 Metres Short Track,2:28.98,242
Man,1000 Metres,3:11.07,242
Man,1000 Metres Short Track,3:13.90,242
Man,600 Metres,1:44.50,241
Man,600 Metres Short Track,1:46.14,241
Man,800 Metres,2:27.11,241
Man,800 Metres Short Track,2:29.05,241
Man,1000 Metres,3:11.17,241
Man,1000 Metres Short Track,3:14.00,241
Man,600 Metres,1:44.55,240
Man,600 Metres Short Track,1:46.19,240
Man,800 Metres,2:27.18,240
Man,800 Metres Short Track,2:29.13,240
Man,1000 Metres,3:11.27,240
Man,1000 Metres Short Track,3:14.09,240
Man,600 Metres,1:44.60,239
Man,600 Metres Short Track,1:46.24,239
Man,800 Metres,2:27.25,239
Man,800 Metres Short Track,2:29.20,239
Man,1000 Metres,3:11.36,239
Man,1000 Metres Short Track,3:14.19,239
Man,600 Metres,1:44.65,238
Man,600 Metres Short Track,1:46.29,238
Man,800 Metres,2:27.32,238
Man,800 Metres Short Track,2:29.27,238
Man,1000 Metres,3:11.46,238
Man,1000 Metres Short Track,3:14.28,238
Man,600 Metres,1:44.71,237
Man,600 Metres Short Track,1:46.34,237
Man,800 Metres,2:27.40,237
Man,800 Metres Short Track,2:29.35,237
Man,1000 Metres,3:11.56,237
Man,1000 Metres Short Track,3:14.38,237
Man,600 Metres,1:44.76,236
Man,600 Metres Short Track,1:46.40,236
Man,800 Metres,2:27.47,236
Man,800 Metres Short Track,2:29.42,236
Man,1000 Metres,3:11.65,236
Man,1000 Metres Short Track,3:14.48,236
Man,600 Metres,1:44.81,235
Man,600 Metres Short Track,1:46.45,235
Man,800 Metres,2:27.54,235
Man,800 Metres Short Track,2:29.49,235
Man,1000 Metres,3:11.75,235
Man,1000 Metres Short Track,3:14.57,235
Man,600 Metres,1:44.86,234
Man,600 Metres Short Track,1:46.50,234
Man,800 Metres,2:27.62,234
Man,800 Metres Short Track,2:29.57,234
Man,1000 Metres,3:11.85,234
Man,1000 Metres Short Track,3:14.67,234
Man,600 Metres,1:44.92,233
Man,600 Metres Short Track,1:46.55,233
Man,800 Metres,2:27.69,233
Man,800 Metres Short Track,2:29.64,233
Man,1000 Metres,3:11.95,233
Man,1000 Metres Short Track,3:14.77,233
Man,600 Metres,1:44.97,232
Man,600 Metres Short Track,1:46.61,232
Man,800 Metres,2:27.76,232
Man,800 Metres Short Track,2:29.71,232
Man,1000 Metres,3:12.04,232
Man,1000 Metres Short Track,3:14.86,232
Man,600 Metres,1:45.02,231
Man,600 Metres Short Track,1:46.66,231
Man,800 Metres,2:27.84,231
Man,800 Metres Short Track,2:29.79,231
Man,1000 Metres,3:12.14,231
Man,1000 Metres Short Track,3:14.96,231
Man,600 Metres,1:45.08,230
Man,600 Metres Short Track,1:46.71,230
Man,800 Metres,2:27.91,230
Man,800 Metres Short Track,2:29.86,230
Man,1000 Metres,3:12.24,230
Man,1000 Metres Short Track,3:15.06,230
Man,600 Metres,1:45.13,229
Man,600 Metres Short Track,1:46.76,229
Man,800 Metres,2:27.99,229
Man,800 Metres Short Track,2:29.94,229
Man,1000 Metres,3:12.34,229
Man,1000 Metres Short Track,3:15.16,229
Man,600 Metres,1:45.18,228
Man,600 Metres Short Track,1:46.82,228
Man,800 Metres,2:28.06,228
Man,800 Metres Short Track,2:30.01,228
Man,1000 Metres,3:12.44,228
Man,1000 Metres Short Track,3:15.25,228
Man,600 Metres,1:45.24,227
Man,600 Metres Short Track,1:46.87,227
Man,800 Metres,2:28.14,227
Man,800 Metres Short Track,2:30.08,227
Man,1000 Metres,3:12.54,227
Man,1000 Metres Short Track,3:15.35,227
Man,600 Metres,1:45.29,226
Man,600 Metres Short Track,1:46.92,226
Man,800 Metres,2:28.21,226
Man,800 Metres Short Track,2:30.16,226
Man,1000 Metres,3:12.63,226
Man,1000 Metres Short Track,3:15.45,226
Man,600 Metres,1:45.34,225
Man,600 Metres Short Track,1:46.98,225
Man,800 Metres,2:28.29,225
Man,800 Metres Short Track,2:30.23,225
Man,1000 Metres,3:12.73,225
Man,1000 Metres Short Track,3:15.55,225
Man,600 Metres,1:45.40,224
Man,600 Metres Short Track,1:47.03,224
Man,800 Metres,2:28.36,224
Man,800 Metres Short Track,2:30.31,224
Man,1000 Metres,3:12.83,224
Man,1000 Metres Short Track,3:15.65,224
Man,600 Metres,1:45.45,223
Man,600 Metres Short Track,1:47.08,223
Man,800 Metres,2:28.44,223
Man,800 Metres Short Track,2:30.38,223
Man,1000 Metres,3:12.93,223
Man,1000 Metres Short Track,3:15.75,223
Man,600 Metres,1:45.50,222
Man,600 Metres Short Track,1:47.14,222
Man,800 Metres,2:28.51,222
Man,800 Metres Short Track,2:30.46,222
Man,1000 Metres,3:13.03,222
Man,1000 Metres Short Track,3:15.85,222
Man,600 Metres,1:45.56,221
Man,600 Metres Short Track,1:47.19,221
Man,800 Metres,2:28.59,221
Man,800 Metres Short Track,2:30.54,221
Man,1000 Metres,3:13.13,221
Man,1000 Metres Short Track,3:15.95,221
Man,600 Metres,1:45.61,220
Man,600 Metres Short Track,1:47.24,220
Man,800 Metres,2:28.66,220
Man,800 Metres Short Track,2:30.61,220
Man,1000 Metres,3:13.23,220
Man,1000 Metres Short Track,3:16.05,220
Man,600 Metres,1:45.67,219
Man,600 Metres Short Track,1:47.30,219
Man,800 Metres,2:28.74,219
Man,800 Metres Short Track,2:30.69,219
Man,1000 Metres,3:13.33,219
Man,1000 Metres Short Track,3:16.15,219
Man,600 Metres,1:45.72,218
Man,600 Metres Short Track,1:47.35,218
Man,800 Metres,2:28.81,218
Man,800 Metres Short Track,2:30.76,218
Man,1000 Metres,3:13.44,218
Man,1000 Metres Short Track,3:16.25,218
Man,600 Metres,1:45.78,217
Man,600 Metres Short Track,1:47.41,217
Man,800 Metres,2:28.89,217
Man,800 Metres Short Track,2:30.84,217
Man,1000 Metres,3:13.54,217
Man,1000 Metres Short Track,3:16.35,217
Man,600 Metres,1:45.83,216
Man,600 Metres Short Track,1:47.46,216
Man,800 Metres,2:28.97,216
Man,800 Metres Short Track,2:30.92,216
Man,1000 Metres,3:13.64,216
Man,1000 Metres Short Track,3:16.45,216
Man,600 Metres,1:45.89,215
Man,600 Metres Short Track,1:47.52,215
Man,800 Metres,2:29.04,215
Man,800 Metres Short Track,2:30.99,215
Man,1000 Metres,3:13.74,215
Man,1000 Metres Short Track,3:16.55,215
Man,600 Metres,1:45.94,214
Man,600 Metres Short Track,1:47.57,214
Man,800 Metres,2:29.12,214
Man,800 Metres Short Track,2:31.07,214
Man,1000 Metres,3:13.84,214
Man,1000 Metres Short Track,3:16.65,214
Man,600 Metres,1:46.00,213
Man,600 Metres Short Track,1:47.63,213
Man,800 Metres,2:29.20,213
Man,800 Metres Short Track,2:31.15,213
Man,1000 Metres,3:13.94,213
Man,1000 Metres Short Track,3:16.75,213
Man,600 Metres,1:46.05,212
Man,600 Metres Short Track,1:47.68,212
Man,800 Metres,2:29.27,212
Man,800 Metres Short Track,2:31.22,212
Man,1000 Metres,3:14.05,212
Man,1000 Metres Short Track,3:16.85,212
Man,600 Metres,1:46.11,211
Man,600 Metres Short Track,1:47.74,211
Man,800 Metres,2:29.35,211
Man,800 Metres Short Track,2:31.30,211
Man,1000 Metres,3:14.15,211
Man,1000 Metres Short Track,3:16.95,211
Man,600 Metres,1:46.16,210
Man,600 Metres Short Track,1:47.79,210
Man,800 Metres,2:29.43,210
Man,800 Metres Short Track,2:31.38,210
Man,1000 Metres,3:14.25,210
Man,1000 Metres Short Track,3:17.06,210
Man,600 Metres,1:46.22,209
Man,600 Metres Short Track,1:47.85,209
Man,800 Metres,2:29.51,209
Man,800 Metres Short Track,2:31.46,209
Man,1000 Metres,3:14.35,209
Man,1000 Metres Short Track,3:17.16,209
Man,600 Metres,1:46.27,208
Man,600 Metres Short Track,1:47.90,208
Man,800 Metres,2:29.58,208
Man,800 Metres Short Track,2:31.53,208
Man,1000 Metres,3:14.46,208
Man,1000 Metres Short Track,3:17.26,208
Man,600 Metres,1:46.33,207
Man,600 Metres Short Track,1:47.96,207
Man,800 Metres,2:29.66,207
Man,800 Metres Short Track,2:31.61,207
Man,1000 Metres,3:14.56,207
Man,1000 Metres Short Track,3:17.36,207
Man,600 Metres,1:46.38,206
Man,600 Metres Short Track,1:48.01,206
Man,800 Metres,2:29.74,206
Man,800 Metres Short Track,2:31.69,206
Man,1000 Metres,3:14.67,206
Man,1000 Metres Short Track,3:17.47,206
Man,600 Metres,1:46.44,205
Man,600 Metres Short Track,1:48.07,205
Man,800 Metres,2:29.82,205
Man,800 Metres Short Track,2:31.77,205
Man,1000 Metres,3:14.77,205
Man,1000 Metres Short Track,3:17.57,205
Man,600 Metres,1:46.50,204
Man,600 Metres Short Track,1:48.12,204
Man,800 Metres,2:29.90,204
Man,800 Metres Short Track,2:31.85,204
Man,1000 Metres,3:14.87,204
Man,1000 Metres Short Track,3:17.67,204
Man,600 Metres,1:46.55,203
Man,600 Metres Short Track,1:48.18,203
Man,800 Metres,2:29.98,203
Man,800 Metres Short Track,2:31.93,203
Man,1000 Metres,3:14.98,203
Man,1000 Metres Short Track,3:17.78,203
Man,600 Metres,1:46.61,202
Man,600 Metres Short Track,1:48.24,202
Man,800 Metres,2:30.05,202
Man,800 Metres Short Track,2:32.01,202
Man,1000 Metres,3:15.08,202
Man,1000 Metres Short Track,3:17.88,202
Man,600 Metres,1:46.67,201
Man,600 Metres Short Track,1:48.29,201
Man,800 Metres,2:30.13,201
Man,800 Metres Short Track,2:32.09,201
Man,1000 Metres,3:15.19,201
Man,1000 Metres Short Track,3:17.99,201
Man,600 Metres,1:46.72,200
Man,600 Metres Short Track,1:48.35,200
Man,800 Metres,2:30.21,200
Man,800 Metres Short Track,2:32.16,200
Man,1000 Metres,3:15.29,200
Man,1000 Metres Short Track,3:18.09,200
Man,600 Metres,1:46.78,199
Man,600 Metres Short Track,1:48.41,199
Man,800 Metres,2:30.29,199
Man,800 Metres Short Track,2:32.24,199
Man,1000 Metres,3:15.40,199
Man,1000 Metres Short Track,3:18.20,199
Man,600 Metres,1:46.84,198
Man,600 Metres Short Track,1:48.46,198
Man,800 Metres,2:30.37,198
Man,800 Metres Short Track,2:32.32,198
Man,1000 Metres,3:15.51,198
Man,1000 Metres Short Track,3:18.30,198
Man,600 Metres,1:46.90,197
Man,600 Metres Short Track,1:48.52,197
Man,800 Metres,2:30.45,197
Man,800 Metres Short Track,2:32.40,197
Man,1000 Metres,3:15.61,197
Man,1000 Metres Short Track,3:18.41,197
Man,600 Metres,1:46.95,196
Man,600 Metres Short Track,1:48.58,196
Man,800 Metres,2:30.53,196
Man,800 Metres Short Track,2:32.48,196
Man,1000 Metres,3:15.72,196
Man,1000 Metres Short Track,3:18.51,196
Man,600 Metres,1:47.01,195
Man,600 Metres Short Track,1:48.63,195
Man,800 Metres,2:30.61,195
Man,800 Metres Short Track,2:32.57,195
Man,1000 Metres,3:15.82,195
Man,1000 Metres Short Track,3:18.62,195
Man,600 Metres,1:47.07,194
Man,600 Metres Short Track,1:48.69,194
Man,800 Metres,2:30.69,194
Man,800 Metres Short Track,2:32.65,194
Man,1000 Metres,3:15.93,194
Man,1000 Metres Short Track,3:18.72,194
Man,600 Metres,1:47.13,193
Man,600 Metres Short Track,1:48.75,193
Man,800 Metres,2:30.77,193
Man,800 Metres Short Track,2:32.73,193
Man,1000 Metres,3:16.04,193
Man,1000 Metres Short Track,3:18.83,193
Man,600 Metres,1:47.18,192
Man,600 Metres Short Track,1:48.81,192
Man,800 Metres,2:30.86,192
Man,800 Metres Short Track,2:32.81,192
Man,1000 Metres,3:16.15,192
Man,1000 Metres Short Track,3:18.94,192
Man,600 Metres,1:47.24,191
Man,600 Metres Short Track,1:48.86,191
Man,800 Metres,2:30.94,191
Man,800 Metres Short Track,2:32.89,191
Man,1000 Metres,3:16.25,191
Man,1000 Metres Short Track,3:19.04,191
Man,600 Metres,1:47.30,190
Man,600 Metres Short Track,1:48.92,190
Man,800 Metres,2:31.02,190
Man,800 Metres Short Track,2:32.97,190
Man,1000 Metres,3:16.36,190
Man,1000 Metres Short Track,3:19.15,190
Man,600 Metres,1:47.36,189
Man,600 Metres Short Track,1:48.98,189
Man,800 Metres,2:31.10,189
Man,800 Metres Short Track,2:33.05,189
Man,1000 Metres,3:16.47,189
Man,1000 Metres Short Track,3:19.26,189
Man,600 Metres,1:47.42,188
Man,600 Metres Short Track,1:49.04,188
Man,800 Metres,2:31.18,188
Man,800 Metres Short Track,2:33.13,188
Man,1000 Metres,3:16.58,188
Man,1000 Metres Short Track,3:19.37,188
Man,600 Metres,1:47.48,187
Man,600 Metres Short Track,1:49.10,187
Man,800 Metres,2:31.26,187
Man,800 Metres Short Track,2:33.22,187
Man,1000 Metres,3:16.69,187
Man,1000 Metres Short Track,3:19.48,187
Man,600 Metres,1:47.54,186
Man,600 Metres Short Track,1:49.16,186
Man,800 Metres,2:31.35,186
Man,800 Metres Short Track,2:33.30,186
Man,1000 Metres,3:16.80,186
Man,1000 Metres Short Track,3:19.58,186
Man,600 Metres,1:47.59,185
Man,600 Metres Short Track,1:49.22,185
Man,800 Metres,2:31.43,185
Man,800 Metres Short Track,2:33.38,185
Man,1000 Metres,3:16.91,185
Man,1000 Metres Short Track,3:19.69,185
Man,600 Metres,1:47.65,184
Man,600 Metres Short Track,1:49.27,184
Man,800 Metres,2:31.51,184
Man,800 Metres Short Track,2:33.46,184
Man,1000 Metres,3:17.02,184
Man,1000 Metres Short Track,3:19.80,184
Man,600 Metres,1:47.71,183
Man,600 Metres Short Track,1:49.33,183
Man,800 Metres,2:31.59,183
Man,800 Metres Short Track,2:33.55,183
Man,1000 Metres,3:17.13,183
Man,1000 Metres Short Track,3:19.91,183
Man,600 Metres,1:47.77,182
Man,600 Metres Short Track,1:49.39,182
Man,800 Metres,2:31.68,182
Man,800 Metres Short Track,2:33.63,182
Man,1000 Metres,3:17.24,182
Man,1000 Metres Short Track,3:20.02,182
Man,600 Metres,1:47.83,181
Man,600 Metres Short Track,1:49.45,181
Man,800 Metres,2:31.76,181
Man,800 Metres Short Track,2:33.71,181
Man,1000 Metres,3:17.35,181
Man,1000 Metres Short Track,3:20.13,181
Man,600 Metres,1:47.89,180
Man,600 Metres Short Track,1:49.51,180
Man,800 Metres,2:31.84,180
Man,800 Metres Short Track,2:33.80,180
Man,1000 Metres,3:17.46,180
Man,1000 Metres Short Track,3:20.24,180
Man,600 Metres,1:47.95,179
Man,600 Metres Short Track,1:49.57,179
Man,800 Metres,2:31.93,179
Man,800 Metres Short Track,2:33.88,179
Man,1000 Metres,3:17.57,179
Man,1000 Metres Short Track,3:20.35,179
Man,600 Metres,1:48.01,178
Man,600 Metres Short Track,1:49.63,178
Man,800 Metres,2:32.01,178
Man,800 Metres Short Track,2:33.97,178
Man,1000 Metres,3:17.68,178
Man,1000 Metres Short Track,3:20.46,178
Man,600 Metres,1:48.07,177
Man,600 Metres Short Track,1:49.69,177
Man,800 Metres,2:32.10,177
Man,800 Metres Short Track,2:34.05,177
Man,1000 Metres,3:17.79,177
Man,1000 Metres Short Track,3:20.57,177
Man,600 Metres,1:48.13,176
Man,600 Metres Short Track,1:49.75,176
Man,800 Metres,2:32.18,176
Man,800 Metres Short Track,2:34.14,176
Man,1000 Metres,3:17.91,176
Man,1000 Metres Short Track,3:20.69,176
Man,600 Metres,1:48.19,175
Man,600 Metres Short Track,1:49.81,175
Man,800 Metres,2:32.27,175
Man,800 Metres Short Track,2:34.22,175
Man,1000 Metres,3:18.02,175
Man,1000 Metres Short Track,3:20.80,175
Man,600 Metres,1:48.26,174
Man,600 Metres Short Track,1:49.87,174
Man,800 Metres,2:32.35,174
Man,800 Metres Short Track,2:34.31,174
Man,1000 Metres,3:18.13,174
Man,1000 Metres Short Track,3:20.91,174
Man,600 Metres,1:48.32,173
Man,600 Metres Short Track,1:49.93,173
Man,800 Metres,2:32.44,173
Man,800 Metres Short Track,2:34.39,173
Man,1000 Metres,3:18.25,173
Man,1000 Metres Short Track,3:21.02,173
Man,600 Metres,1:48.38,172
Man,600 Metres Short Track,1:49.99,172
Man,800 Metres,2:32.52,172
Man,800 Metres Short Track,2:34.48,172
Man,1000 Metres,3:18.36,172
Man,1000 Metres Short Track,3:21.14,172
Man,600 Metres,1:48.44,171
Man,600 Metres Short Track,1:50.06,171
Man,800 Metres,2:32.61,171
Man,800 Metres Short Track,2:34.56,171
Man,1000 Metres,3:18.47,171
Man,1000 Metres Short Track,3:21.25,171
Man,600 Metres,1:48.50,170
Man,600 Metres Short Track,1:50.12,170
Man,800 Metres,2:32.69,170
Man,800 Metres Short Track,2:34.65,170
Man,1000 Metres,3:18.59,170
Man,1000 Metres Short Track,3:21.36,170
Man,600 Metres,1:48.56,169
Man,600 Metres Short Track,1:50.18,169
Man,800 Metres,2:32.78,169
Man,800 Metres Short Track,2:34.74,169
Man,1000 Metres,3:18.70,169
Man,1000 Metres Short Track,3:21.48,169
Man,600 Metres,1:48.62,168
Man,600 Metres Short Track,1:50.24,168
Man,800 Metres,2:32.87,168
Man,800 Metres Short Track,2:34.82,168
Man,1000 Metres,3:18.82,168
Man,1000 Metres Short Track,3:21.59,168
Man,600 Metres,1:48.69,167
Man,600 Metres Short Track,1:50.30,167
Man,800 Metres,2:32.95,167
Man,800 Metres Short Track,2:34.91,167
Man,1000 Metres,3:18.93,167
Man,1000 Metres Short Track,3:21.70,167
Man,600 Metres,1:48.75,166
Man,600 Metres Short Track,1:50.36,166
Man,800 Metres,2:33.04,166
Man,800 Metres Short Track,2:35.00,166
Man,1000 Metres,3:19.05,166
Man,1000 Metres Short Track,3:21.82,166
Man,600 Metres,1:48.81,165
Man,600 Metres Short Track,1:50.43,165
Man,800 Metres,2:33.13,165
Man,800 Metres Short Track,2:35.08,165
Man,1000 Metres,3:19.16,165
Man,1000 Metres Short Track,3:21.93,165
Man,600 Metres,1:48.87,164
Man,600 Metres Short Track,1:50.49,164
Man,800 Metres,2:33.22,164
Man,800 Metres Short Track,2:35.17,164
Man,1000 Metres,3:19.28,164
Man,1000 Metres Short Track,3:22.05,164
Man,600 Metres,1:48.94,163
Man,600 Metres Short Track,1:50.55,163
Man,800 Metres,2:33.30,163
Man,800 Metres Short Track,2:35.26,163
Man,1000 Metres,3:19.40,163
Man,1000 Metres Short Track,3:22.17,163
Man,600 Metres,1:49.00,162
Man,600 Metres Short Track,1:50.61,162
Man,800 Metres,2:33.39,162
Man,800 Metres Short Track,2:35.35,162
Man,1000 Metres,3:19.51,162
Man,1000 Metres Short Track,3:22.28,162
Man,600 Metres,1:49.06,161
Man,600 Metres Short Track,1:50.68,161
Man,800 Metres,2:33.48,161
Man,800 Metres Short Track,2:35.44,161
Man,1000 Metres,3:19.63,161
Man,1000 Metres Short Track,3:22.40,161
Man,600 Metres,1:49.13,160
Man,600 Metres Short Track,1:50.74,160
Man,800 Metres,2:33.57,160
Man,800 Metres Short Track,2:35.53,160
Man,1000 Metres,3:19.75,160
Man,1000 Metres Short Track,3:22.52,160
Man,600 Metres,1:49.19,159
Man,600 Metres Short Track,1:50.80,159
Man,800 Metres,2:33.66,159
Man,800 Metres Short Track,2:35.61,159
Man,1000 Metres,3:19.87,159
Man,1000 Metres Short Track,3:22.63,159
Man,600 Metres,1:49.26,158
Man,600 Metres Short Track,1:50.87,158
Man,800 Metres,2:33.75,158
Man,800 Metres Short Track,2:35.70,158
Man,1000 Metres,3:19.99,158
Man,1000 Metres Short Track,3:22.75,158
Man,600 Metres,1:49.32,157
Man,600 Metres Short Track,1:50.93,157
Man,800 Metres,2:33.84,157
Man,800 Metres Short Track,2:35.79,157
Man,1000 Metres,3:20.10,157
Man,1000 Metres Short Track,3:22.87,157
Man,600 Metres,1:49.38,156
Man,600 Metres Short Track,1:51.00,156
Man,800 Metres,2:33.93,156
Man,800 Metres Short Track,2:35.88,156
Man,1000 Metres,3:20.22,156
Man,1000 Metres Short Track,3:22.99,156
Man,600 Metres,1:49.45,155
Man,600 Metres Short Track,1:51.06,155
Man,800 Metres,2:34.02,155
Man,800 Metres Short Track,2:35.97,155
Man,1000 Metres,3:20.34,155
Man,1000 Metres Short Track,3:23.11,155
Man,600 Metres,1:49.51,154
Man,600 Metres Short Track,1:51.12,154
Man,800 Metres,2:34.11,154
Man,800 Metres Short Track,2:36.06,154
Man,1000 Metres,3:20.46,154
Man,1000 Metres Short Track,3:23.22,154
Man,600 Metres,1:49.58,153
Man,600 Metres Short Track,1:51.19,153
Man,800 Metres,2:34.20,153
Man,800 Metres Short Track,2:36.15,153
Man,1000 Metres,3:20.58,153
Man,1000 Metres Short Track,3:23.34,153
Man,600 Metres,1:49.64,152
