gender,discipline,result,score
Man,Marathon,2:01:35,1288
Man,100 Kilometres Road,5:59:46,1288
Man,Half Marathon,57:33,1287
Man,25 Kilometres Road,1:09:08,1287
Man,30 Kilometres Road,1:24:17,1287
Man,Marathon,2:01:38,1287
Man,100 Kilometres Road,5:59:56,1287
Man,Half Marathon,57:34,1286
Man,25 Kilometres Road,1:09:10,1286
Man,30 Kilometres Road,1:24:19,1286
Man,Marathon,2:01:41,1286
Man,100 Kilometres Road,6:00:07,1286
Man,Half Marathon,57:36,1285
Man,25 Kilometres Road,1:09:12,1285
Man,30 Kilometres Road,1:24:22,1285
Man,Marathon,2:01:44,1285
Man,100 Kilometres Road,6:00:17,1285
Man,Half Marathon,57:37,1284
Man,25 Kilometres Road,1:09:13,1284
Man,30 Kilometres Road,1:24:24,1284
Man,Marathon,2:01:47,1284
Man,100 Kilometres Road,6:00:28,1284
Man,Half Marathon,57:39,1283
Man,25 Kilometres Road,1:09:15,1283
Man,30 Kilometres Road,1:24:26,1283
Man,Marathon,2:01:50,1283
Man,100 Kilometres Road,6:00:38,1283
Man,Half Marathon,57:40,1282
Man,25 Kilometres Road,1:09:17,1282
Man,30 Kilometres Road,1:24:28,1282
Man,Marathon,2:01:53,1282
Man,100 Kilometres Road,6:00:49,1282
Man,Half Marathon,57:42,1281
Man,25 Kilometres Road,1:09:19,1281
Man,30 Kilometres Road,1:24:30,1281
Man,Marathon,2:01:56,1281
Man,100 Kilometres Road,6:00:59,1281
Man,Half Marathon,57:43,1280
Man,25 Kilometres Road,1:09:20,1280
Man,30 Kilometres Road,1:24:32,1280
Man,Marathon,2:01:59,1280
Man,100 Kilometres Road,6:01:10,1280
Man,Half Marathon,57:44,1279
Man,25 Kilometres Road,1:09:22,1279
Man,30 Kilometres Road,1:24:35,1279
Man,Marathon,2:02:03,1279
Man,100 Kilometres Road,6:01:20,1279
Man,Half Marathon,57:46,1278
Man,25 Kilometres Road,1:09:24,1278
Man,30 Kilometres Road,1:24:37,1278
Man,Marathon,2:02:06,1278
Man,100 Kilometres Road,6:01:31,1278
Man,Half Marathon,57:47,1277
Man,25 Kilometres Road,1:09:26,1277
Man,30 Kilometres Road,1:24:39,1277
Man,Marathon,2:02:09,1277
Man,100 Kilometres Road,6:01:41,1277
Man,Half Marathon,57:49,1276
Man,25 Kilometres Road,1:09:27,1276
Man,30 Kilometres Road,1:24:41,1276
Man,Marathon,2:02:12,1276
Man,100 Kilometres Road,6:01:52,1276
Man,Half Marathon,57:50,1275
Man,25 Kilometres Road,1:09:29,1275
Man,30 Kilometres Road,1:24:43,1275
Man,Marathon,2:02:15,1275
Man,100 Kilometres Road,6:02:02,1275
Man,Half Marathon,57:52,1274
Man,25 Kilometres Road,1:09:31,1274
Man,30 Kilometres Road,1:24:45,1274
Man,Marathon,2:02:18,1274
Man,100 Kilometres Road,6:02:13,1274
Man,Half Marathon,57:53,1273
Man,25 Kilometres Road,1:09:33,1273
Man,30 Kilometres Road,1:24:48,1273
Man,Marathon,2:02:21,1273
Man,100 Kilometres Road,6:02:23,1273
Man,Half Marathon,57:55,1272
Man,25 Kilometres Road,1:09:34,1272
Man,30 Kilometres Road,1:24:50,1272
Man,Marathon,2:02:24,1272
Man,100 Kilometres Road,6:02:34,1272
Man,Half Marathon,57:56,1271
Man,25 Kilometres Road,1:09:36,1271
Man,30 Kilometres Road,1:24:52,1271
Man,Marathon,2:02:28,1271
Man,100 Kilometres Road,6:02:45,1271
Man,Half Marathon,57:57,1270
Man,25 Kilometres Road,1:09:38,1270
Man,30 Kilometres Road,1:24:54,1270
Man,Marathon,2:02:31,1270
Man,100 Kilometres Road,6:02:55,1270
Man,Half Marathon,57:59,1269
Man,25 Kilometres Road,1:09:40,1269
Man,30 Kilometres Road,1:24:56,1269
Man,Marathon,2:02:34,1269
Man,100 Kilometres Road,6:03:06,1269
Man,Half Marathon,58:00,1268
Man,25 Kilometres Road,1:09:41,1268
Man,30 Kilometres Road,1:24:58,1268
Man,Marathon,2:02:37,1268
Man,100 Kilometres Road,6:03:16,1268
Man,Half Marathon,58:02,1267
Man,25 Kilometres Road,1:09:43,1267
Man,30 Kilometres Road,1:25:01,1267
Man,Marathon,2:02:40,1267
Man,100 Kilometres Road,6:03:27,1267
Man,Half Marathon,58:03,1266
Man,25 Kilometres Road,1:09:45,1266
Man,30 Kilometres Road,1:25:03,1266
Man,Marathon,2:02:43,1266
Man,100 Kilometres Road,6:03:37,1266
Man,Half Marathon,58:05,1265
Man,25 Kilometres Road,1:09:47,1265
Man,30 Kilometres Road,1:25:05,1265
Man,Marathon,2:02:46,1265
Man,100 Kilometres Road,6:03:48,1265
Man,Half Marathon,58:06,1264
Man,25 Kilometres Road,1:09:48,1264
Man,30 Kilometres Road,1:25:07,1264
Man,Marathon,2:02:49,1264
Man,100 Kilometres Road,6:03:59,1264
Man,Half Marathon,58:08,1263
Man,25 Kilometres Road,1:09:50,1263
Man,30 Kilometres Road,1:25:09,1263
Man,Marathon,2:02:53,1263
Man,100 Kilometres Road,6:04:09,1263
Man,Half Marathon,58:09,1262
Man,25 Kilometres Road,1:09:52,1262
Man,30 Kilometres Road,1:25:11,1262
Man,Marathon,2:02:56,1262
Man,100 Kilometres Road,6:04:20,1262
Man,Half Marathon,58:10,1261
Man,25 Kilometres Road,1:09:54,1261
Man,30 Kilometres Road,1:25:14,1261
Man,Marathon,2:02:59,1261
Man,100 Kilometres Road,6:04:30,1261
Man,Half Marathon,58:12,1260
Man,25 Kilometres Road,1:09:55,1260
Man,30 Kilometres Road,1:25:16,1260
Man,Marathon,2:03:02,1260
Man,100 Kilometres Road,6:04:41,1260
Man,Half Marathon,58:13,1259
Man,25 Kilometres Road,1:09:57,1259
Man,30 Kilometres Road,1:25:18,1259
Man,Marathon,2:03:05,1259
Man,100 Kilometres Road,6:04:52,1259
Man,Half Marathon,58:15,1258
Man,25 Kilometres Road,1:09:59,1258
Man,30 Kilometres Road,1:25:20,1258
Man,Marathon,2:03:08,1258
Man,100 Kilometres Road,6:05:02,1258
Man,Half Marathon,58:16,1257
Man,25 Kilometres Road,1:10:01,1257
Man,30 Kilometres Road,1:25:22,1257
Man,Marathon,2:03:11,1257
Man,100 Kilometres Road,6:05:13,1257
Man,Half Marathon,58:18,1256
Man,25 Kilometres Road,1:10:03,1256
Man,30 Kilometres Road,1:25:24,1256
Man,Marathon,2:03:15,1256
Man,100 Kilometres Road,6:05:23,1256
Man,Half Marathon,58:19,1255
Man,25 Kilometres Road,1:10:04,1255
Man,30 Kilometres Road,1:25:27,1255
Man,Marathon,2:03:18,1255
Man,100 Kilometres Road,6:05:34,1255
Man,Half Marathon,58:21,1254
Man,25 Kilometres Road,1:10:06,1254
Man,30 Kilometres Road,1:25:29,1254
Man,Marathon,2:03:21,1254
Man,100 Kilometres Road,6:05:45,1254
Man,Half Marathon,58:22,1253
Man,25 Kilometres Road,1:10:08,1253
Man,30 Kilometres Road,1:25:31,1253
Man,Marathon,2:03:24,1253
Man,100 Kilometres Road,6:05:55,1253
Man,Half Marathon,58:23,1252
Man,25 Kilometres Road,1:10:10,1252
Man,30 Kilometres Road,1:25:33,1252
Man,Marathon,2:03:27,1252
Man,100 Kilometres Road,6:06:06,1252
Man,Half Marathon,58:25,1251
Man,25 Kilometres Road,1:10:11,1251
Man,30 Kilometres Road,1:25:35,1251
Man,Marathon,2:03:30,1251
Man,100 Kilometres Road,6:06:17,1251
Man,Half Marathon,58:26,1250
Man,25 Kilometres Road,1:10:13,1250
Man,30 Kilometres Road,1:25:38,1250
Man,Marathon,2:03:33,1250
Man,100 Kilometres Road,6:06:27,1250
Man,Half Marathon,58:28,1249
Man,25 Kilometres Road,1:10:15,1249
Man,30 Kilometres Road,1:25:40,1249
Man,Marathon,2:03:37,1249
Man,100 Kilometres Road,6:06:38,1249
Man,Half Marathon,58:29,1248
Man,25 Kilometres Road,1:10:17,1248
Man,30 Kilometres Road,1:25:42,1248
Man,Marathon,2:03:40,1248
Man,100 Kilometres Road,6:06:48,1248
Man,Half Marathon,58:31,1247
Man,25 Kilometres Road,1:10:18,1247
Man,30 Kilometres Road,1:25:44,1247
Man,Marathon,2:03:43,1247
Man,100 Kilometres Road,6:06:59,1247
Man,Half Marathon,58:32,1246
Man,25 Kilometres Road,1:10:20,1246
Man,30 Kilometres Road,1:25:46,1246
Man,Marathon,2:03:46,1246
Man,100 Kilometres Road,6:07:10,1246
Man,Half Marathon,58:34,1245
Man,25 Kilometres Road,1:10:22,1245
Man,30 Kilometres Road,1:25:48,1245
Man,Marathon,2:03:49,1245
Man,100 Kilometres Road,6:07:20,1245
Man,Half Marathon,58:35,1244
Man,25 Kilometres Road,1:10:24,1244
Man,30 Kilometres Road,1:25:51,1244
Man,Marathon,2:03:52,1244
Man,100 Kilometres Road,6:07:31,1244
Man,Half Marathon,58:37,1243
Man,25 Kilometres Road,1:10:26,1243
Man,30 Kilometres Road,1:25:53,1243
Man,Marathon,2:03:56,1243
Man,100 Kilometres Road,6:07:42,1243
Man,Half Marathon,58:38,1242
Man,25 Kilometres Road,1:10:27,1242
Man,30 Kilometres Road,1:25:55,1242
Man,Marathon,2:03:59,1242
Man,100 Kilometres Road,6:07:52,1242
Man,Half Marathon,58:39,1241
Man,25 Kilometres Road,1:10:29,1241
Man,30 Kilometres Road,1:25:57,1241
Man,Marathon,2:04:02,1241
Man,100 Kilometres Road,6:08:03,1241
Man,Half Marathon,58:41,1240
Man,25 Kilometres Road,1:10:31,1240
Man,30 Kilometres Road,1:25:59,1240
Man,Marathon,2:04:05,1240
Man,100 Kilometres Road,6:08:14,1240
Man,Half Marathon,58:42,1239
Man,25 Kilometres Road,1:10:33,1239
Man,30 Kilometres Road,1:26:02,1239
Man,Marathon,2:04:08,1239
Man,100 Kilometres Road,6:08:25,1239
Man,Half Marathon,58:44,1238
Man,25 Kilometres Road,1:10:34,1238
Man,30 Kilometres Road,1:26:04,1238
Man,Marathon,2:04:11,1238
Man,100 Kilometres Road,6:08:35,1238
Man,Half Marathon,58:45,1237
Man,25 Kilometres Road,1:10:36,1237
Man,30 Kilometres Road,1:26:06,1237
Man,Marathon,2:04:15,1237
Man,100 Kilometres Road,6:08:46,1237
Man,Half Marathon,58:47,1236
Man,25 Kilometres Road,1:10:38,1236
Man,30 Kilometres Road,1:26:08,1236
Man,Marathon,2:04:18,1236
Man,100 Kilometres Road,6:08:57,1236
Man,Half Marathon,58:48,1235
Man,25 Kilometres Road,1:10:40,1235
Man,30 Kilometres Road,1:26:10,1235
Man,Marathon,2:04:21,1235
Man,100 Kilometres Road,6:09:07,1235
Man,Half Marathon,58:50,1234
Man,25 Kilometres Road,1:10:42,1234
Man,30 Kilometres Road,1:26:13,1234
Man,Marathon,2:04:24,1234
Man,100 Kilometres Road,6:09:18,1234
Man,Half Marathon,58:51,1233
Man,25 Kilometres Road,1:10:43,1233
Man,30 Kilometres Road,1:26:15,1233
Man,Marathon,2:04:27,1233
Man,100 Kilometres Road,6:09:29,1233
Man,Half Marathon,58:53,1232
Man,25 Kilometres Road,1:10:45,1232
Man,30 Kilometres Road,1:26:17,1232
Man,Marathon,2:04:30,1232
Man,100 Kilometres Road,6:09:39,1232
Man,Half Marathon,58:54,1231
Man,25 Kilometres Road,1:10:47,1231
Man,30 Kilometres Road,1:26:19,1231
Man,Marathon,2:04:34,1231
Man,100 Kilometres Road,6:09:50,1231
Man,Half Marathon,58:56,1230
Man,25 Kilometres Road,1:10:49,1230
Man,30 Kilometres Road,1:26:21,1230
Man,Marathon,2:04:37,1230
Man,100 Kilometres Road,6:10:01,1230
Man,Half Marathon,58:57,1229
Man,25 Kilometres Road,1:10:50,1229
Man,30 Kilometres Road,1:26:24,1229
Man,Marathon,2:04:40,1229
Man,100 Kilometres Road,6:10:12,1229
Man,Half Marathon,58:58,1228
Man,25 Kilometres Road,1:10:52,1228
Man,30 Kilometres Road,1:26:26,1228
Man,Marathon,2:04:43,1228
Man,100 Kilometres Road,6:10:22,1228
Man,Half Marathon,59:00,1227
Man,25 Kilometres Road,1:10:54,1227
Man,30 Kilometres Road,1:26:28,1227
Man,Marathon,2:04:46,1227
Man,100 Kilometres Road,6:10:33,1227
Man,Half Marathon,59:01,1226
Man,25 Kilometres Road,1:10:56,1226
Man,30 Kilometres Road,1:26:30,1226
Man,Marathon,2:04:50,1226
Man,100 Kilometres Road,6:10:44,1226
Man,Half Marathon,59:03,1225
Man,25 Kilometres Road,1:10:58,1225
Man,30 Kilometres Road,1:26:32,1225
Man,Marathon,2:04:53,1225
Man,100 Kilometres Road,6:10:55,1225
Man,Half Marathon,59:04,1224
Man,25 Kilometres Road,1:10:59,1224
Man,30 Kilometres Road,1:26:35,1224
Man,Marathon,2:04:56,1224
Man,100 Kilometres Road,6:11:05,1224
Man,Half Marathon,59:06,1223
Man,25 Kilometres Road,1:11:01,1223
Man,30 Kilometres Road,1:26:37,1223
Man,Marathon,2:04:59,1223
Man,100 Kilometres Road,6:11:16,1223
Man,Half Marathon,59:07,1222
Man,25 Kilometres Road,1:11:03,1222
Man,30 Kilometres Road,1:26:39,1222
Man,Marathon,2:05:02,1222
Man,100 Kilometres Road,6:11:27,1222
Man,Half Marathon,59:09,1221
Man,25 Kilometres Road,1:11:05,1221
Man,30 Kilometres Road,1:26:41,1221
Man,Marathon,2:05:06,1221
Man,100 Kilometres Road,6:11:38,1221
Man,Half Marathon,59:10,1220
Man,25 Kilometres Road,1:11:07,1220
Man,30 Kilometres Road,1:26:43,1220
Man,Marathon,2:05:09,1220
Man,100 Kilometres Road,6:11:48,1220
Man,Half Marathon,59:12,1219
Man,25 Kilometres Road,1:11:08,1219
Man,30 Kilometres Road,1:26:46,1219
Man,Marathon,2:05:12,1219
Man,100 Kilometres Road,6:11:59,1219
Man,Half Marathon,59:13,1218
Man,25 Kilometres Road,1:11:10,1218
Man,30 Kilometres Road,1:26:48,1218
Man,Marathon,2:05:15,1218
Man,100 Kilometres Road,6:12:10,1218
Man,Half Marathon,59:15,1217
Man,25 Kilometres Road,1:11:12,1217
Man,30 Kilometres Road,1:26:50,1217
Man,Marathon,2:05:18,1217
Man,100 Kilometres Road,6:12:21,1217
Man,Half Marathon,59:16,1216
Man,25 Kilometres Road,1:11:14,1216
Man,30 Kilometres Road,1:26:52,1216
Man,Marathon,2:05:21,1216
Man,100 Kilometres Road,6:12:32,1216
Man,Half Marathon,59:18,1215
Man,25 Kilometres Road,1:11:16,1215
Man,30 Kilometres Road,1:26:55,1215
Man,Marathon,2:05:25,1215
Man,100 Kilometres Road,6:12:42,1215
Man,Half Marathon,59:19,1214
Man,25 Kilometres Road,1:11:17,1214
Man,30 Kilometres Road,1:26:57,1214
Man,Marathon,2:05:28,1214
Man,100 Kilometres Road,6:12:53,1214
Man,Half Marathon,59:21,1213
Man,25 Kilometres Road,1:11:19,1213
Man,30 Kilometres Road,1:26:59,1213
Man,Marathon,2:05:31,1213
Man,100 Kilometres Road,6:13:04,1213
Man,Half Marathon,59:22,1212
Man,25 Kilometres Road,1:11:21,1212
Man,30 Kilometres Road,1:27:01,1212
Man,Marathon,2:05:34,1212
Man,100 Kilometres Road,6:13:15,1212
Man,Half Marathon,59:24,1211
Man,25 Kilometres Road,1:11:23,1211
Man,30 Kilometres Road,1:27:03,1211
Man,Marathon,2:05:37,1211
Man,100 Kilometres Road,6:13:26,1211
Man,Half Marathon,59:25,1210
Man,25 Kilometres Road,1:11:25,1210
Man,30 Kilometres Road,1:27:06,1210
Man,Marathon,2:05:41,1210
Man,100 Kilometres Road,6:13:36,1210
Man,Half Marathon,59:26,1209
Man,25 Kilometres Road,1:11:26,1209
Man,30 Kilometres Road,1:27:08,1209
Man,Marathon,2:05:44,1209
Man,100 Kilometres Road,6:13:47,1209
Man,Half Marathon,59:28,1208
Man,25 Kilometres Road,1:11:28,1208
Man,30 Kilometres Road,1:27:10,1208
Man,Marathon,2:05:47,1208
Man,100 Kilometres Road,6:13:58,1208
Man,Half Marathon,59:29,1207
Man,25 Kilometres Road,1:11:30,1207
Man,30 Kilometres Road,1:27:12,1207
Man,Marathon,2:05:50,1207
Man,100 Kilometres Road,6:14:09,1207
Man,Half Marathon,59:31,1206
Man,25 Kilometres Road,1:11:32,1206
Man,30 Kilometres Road,1:27:15,1206
Man,Marathon,2:05:54,1206
Man,100 Kilometres Road,6:14:20,1206
Man,Half Marathon,59:32,1205
Man,25 Kilometres Road,1:11:34,1205
Man,30 Kilometres Road,1:27:17,1205
Man,Marathon,2:05:57,1205
Man,100 Kilometres Road,6:14:31,1205
Man,Half Marathon,59:34,1204
Man,25 Kilometres Road,1:11:35,1204
Man,30 Kilometres Road,1:27:19,1204
Man,Marathon,2:06:00,1204
Man,100 Kilometres Road,6:14:41,1204
Man,Half Marathon,59:35,1203
Man,25 Kilometres Road,1:11:37,1203
Man,30 Kilometres Road,1:27:21,1203
Man,Marathon,2:06:03,1203
Man,100 Kilometres Road,6:14:52,1203
Man,Half Marathon,59:37,1202
Man,25 Kilometres Road,1:11:39,1202
Man,30 Kilometres Road,1:27:23,1202
Man,Marathon,2:06:06,1202
Man,100 Kilometres Road,6:15:03,1202
Man,Half Marathon,59:38,1201
Man,25 Kilometres Road,1:11:41,1201
Man,30 Kilometres Road,1:27:26,1201
Man,Marathon,2:06:10,1201
Man,100 Kilometres Road,6:15:14,1201
Man,Half Marathon,59:40,1200
Man,25 Kilometres Road,1:11:43,1200
Man,30 Kilometres Road,1:27:28,1200
Man,Marathon,2:06:13,1200
Man,100 Kilometres Road,6:15:25,1200
Man,Half Marathon,59:41,1199
Man,25 Kilometres Road,1:11:44,1199
Man,30 Kilometres Road,1:27:30,1199
Man,Marathon,2:06:16,1199
Man,100 Kilometres Road,6:15:36,1199
Man,Half Marathon,59:43,1198
Man,25 Kilometres Road,1:11:46,1198
Man,30 Kilometres Road,1:27:32,1198
Man,Marathon,2:06:19,1198
Man,100 Kilometres Road,6:15:47,1198
Man,Half Marathon,59:44,1197
Man,25 Kilometres Road,1:11:48,1197
Man,30 Kilometres Road,1:27:35,1197
Man,Marathon,2:06:22,1197
Man,100 Kilometres Road,6:15:57,1197
Man,Half Marathon,59:46,1196
Man,25 Kilometres Road,1:11:50,1196
Man,30 Kilometres Road,1:27:37,1196
Man,Marathon,2:06:26,1196
Man,100 Kilometres Road,6:16:08,1196
Man,Half Marathon,59:47,1195
Man,25 Kilometres Road,1:11:52,1195
Man,30 Kilometres Road,1:27:39,1195
Man,Marathon,2:06:29,1195
Man,100 Kilometres Road,6:16:19,1195
Man,Half Marathon,59:49,1194
Man,25 Kilometres Road,1:11:53,1194
Man,30 Kilometres Road,1:27:41,1194
Man,Marathon,2:06:32,1194
Man,100 Kilometres Road,6:16:30,1194
Man,Half Marathon,59:50,1193
Man,25 Kilometres Road,1:11:55,1193
Man,30 Kilometres Road,1:27:44,1193
Man,Marathon,2:06:35,1193
Man,100 Kilometres Road,6:16:41,1193
Man,Half Marathon,59:52,1192
Man,25 Kilometres Road,1:11:57,1192
Man,30 Kilometres Road,1:27:46,1192
Man,Marathon,2:06:39,1192
Man,100 Kilometres Road,6:16:52,1192
Man,Half Marathon,59:53,1191
Man,25 Kilometres Road,1:11:59,1191
Man,30 Kilometres Road,1:27:48,1191
Man,Marathon,2:06:42,1191
Man,100 Kilometres Road,6:17:03,1191
Man,Half Marathon,59:55,1190
Man,25 Kilometres Road,1:12:01,1190
Man,30 Kilometres Road,1:27:50,1190
Man,Marathon,2:06:45,1190
Man,100 Kilometres Road,6:17:14,1190
Man,Half Marathon,59:56,1189
Man,25 Kilometres Road,1:12:03,1189
Man,30 Kilometres Road,1:27:52,1189
Man,Marathon,2:06:48,1189
Man,100 Kilometres Road,6:17:25,1189
Man,Half Marathon,59:58,1188
Man,25 Kilometres Road,1:12:04,1188
Man,30 Kilometres Road,1:27:55,1188
Man,Marathon,2:06:52,1188
Man,100 Kilometres Road,6:17:36,1188
Man,Half Marathon,59:59,1187
Man,25 Kilometres Road,1:12:06,1187
Man,30 Kilometres Road,1:27:57,1187
Man,Marathon,2:06:55,1187
Man,100 Kilometres Road,6:17:46,1187
Man,Half Marathon,1:00:01,1186
Man,25 Kilometres Road,1:12:08,1186
Man,30 Kilometres Road,1:27:59,1186
Man,Marathon,2:06:58,1186
Man,100 Kilometres Road,6:17:57,1186
Man,Half Marathon,1:00:02,1185
Man,25 Kilometres Road,1:12:10,1185
Man,30 Kilometres Road,1:28:01,1185
Man,Marathon,2:07:01,1185
Man,100 Kilometres Road,6:18:08,1185
Man,Half Marathon,1:00:04,1184
Man,25 Kilometres Road,1:12:12,1184
Man,30 Kilometres Road,1:28:04,1184
Man,Marathon,2:07:05,1184
Man,100 Kilometres Road,6:18:19,1184
Man,Half Marathon,1:00:05,1183
Man,25 Kilometres Road,1:12:13,1183
Man,30 Kilometres Road,1:28:06,1183
Man,Marathon,2:07:08,1183
Man,100 Kilometres Road,6:18:30,1183
Man,Half Marathon,1:00:07,1182
Man,25 Kilometres Road,1:12:15,1182
Man,30 Kilometres Road,1:28:08,1182
Man,Marathon,2:07:11,1182
Man,100 Kilometres Road,6:18:41,1182
Man,Half Marathon,1:00:08,1181
Man,25 Kilometres Road,1:12:17,1181
Man,30 Kilometres Road,1:28:10,1181
Man,Marathon,2:07:14,1181
Man,100 Kilometres Road,6:18:52,1181
Man,Half Marathon,1:00:10,1180
Man,25 Kilometres Road,1:12:19,1180
Man,30 Kilometres Road,1:28:13,1180
Man,Marathon,2:07:17,1180
Man,100 Kilometres Road,6:19:03,1180
Man,Half Marathon,1:00:11,1179
Man,25 Kilometres Road,1:12:21,1179
Man,30 Kilometres Road,1:28:15,1179
Man,Marathon,2:07:21,1179
Man,100 Kilometres Road,6:19:14,1179
Man,Half Marathon,1:00:13,1178
Man,25 Kilometres Road,1:12:23,1178
Man,30 Kilometres Road,1:28:17,1178
Man,Marathon,2:07:24,1178
Man,100 Kilometres Road,6:19:25,1178
Man,Half Marathon,1:00:14,1177
Man,25 Kilometres Road,1:12:24,1177
Man,30 Kilometres Road,1:28:19,1177
Man,Marathon,2:07:27,1177
Man,100 Kilometres Road,6:19:36,1177
Man,Half Marathon,1:00:16,1176
Man,25 Kilometres Road,1:12:26,1176
Man,30 Kilometres Road,1:28:22,1176
Man,Marathon,2:07:30,1176
Man,100 Kilometres Road,6:19:47,1176
Man,Half Marathon,1:00:17,1175
Man,25 Kilometres Road,1:12:28,1175
Man,30 Kilometres Road,1:28:24,1175
Man,Marathon,2:07:34,1175
Man,100 Kilometres Road,6:19:58,1175
Man,Half Marathon,1:00:19,1174
Man,25 Kilometres Road,1:12:30,1174
Man,30 Kilometres Road,1:28:26,1174
Man,Marathon,2:07:37,1174
Man,100 Kilometres Road,6:20:09,1174
Man,Half Marathon,1:00:20,1173
Man,25 Kilometres Road,1:12:32,1173
Man,30 Kilometres Road,1:28:28,1173
Man,Marathon,2:07:40,1173
Man,100 Kilometres Road,6:20:20,1173
Man,Half Marathon,1:00:22,1172
Man,25 Kilometres Road,1:12:33,1172
Man,30 Kilometres Road,1:28:31,1172
Man,Marathon,2:07:44,1172
Man,100 Kilometres Road,6:20:31,1172
Man,Half Marathon,1:00:23,1171
Man,25 Kilometres Road,1:12:35,1171
Man,30 Kilometres Road,1:28:33,1171
Man,Marathon,2:07:47,1171
Man,100 Kilometres Road,6:20:42,1171
Man,Half Marathon,1:00:25,1170
Man,25 Kilometres Road,1:12:37,1170
Man,30 Kilometres Road,1:28:35,1170
Man,Marathon,2:07:50,1170
Man,100 Kilometres Road,6:20:53,1170
Man,Half Marathon,1:00:26,1169
Man,25 Kilometres Road,1:12:39,1169
Man,30 Kilometres Road,1:28:37,1169
Man,Marathon,2:07:53,1169
Man,100 Kilometres Road,6:21:04,1169
Man,Half Marathon,1:00:28,1168
Man,25 Kilometres Road,1:12:41,1168
Man,30 Kilometres Road,1:28:40,1168
Man,Marathon,2:07:57,1168
Man,100 Kilometres Road,6:21:15,1168
Man,Half Marathon,1:00:29,1167
Man,25 Kilometres Road,1:12:43,1167
Man,30 Kilometres Road,1:28:42,1167
Man,Marathon,2:08:00,1167
Man,100 Kilometres Road,6:21:26,1167
Man,Half Marathon,1:00:31,1166
Man,25 Kilometres Road,1:12:44,1166
Man,30 Kilometres Road,1:28:44,1166
Man,Marathon,2:08:03,1166
Man,100 Kilometres Road,6:21:37,1166
Man,Half Marathon,1:00:32,1165
Man,25 Kilometres Road,1:12:46,1165
Man,30 Kilometres Road,1:28:47,1165
Man,Marathon,2:08:06,1165
Man,100 Kilometres Road,6:21:48,1165
Man,Half Marathon,1:00:34,1164
Man,25 Kilometres Road,1:12:48,1164
Man,30 Kilometres Road,1:28:49,1164
Man,Marathon,2:08:10,1164
Man,100 Kilometres Road,6:21:59,1164
Man,Half Marathon,1:00:35,1163
Man,25 Kilometres Road,1:12:50,1163
Man,30 Kilometres Road,1:28:51,1163
Man,Marathon,2:08:13,1163
Man,100 Kilometres Road,6:22:10,1163
Man,Half Marathon,1:00:37,1162
Man,25 Kilometres Road,1:12:52,1162
Man,30 Kilometres Road,1:28:53,1162
Man,Marathon,2:08:16,1162
Man,100 Kilometres Road,6:22:21,1162
Man,Half Marathon,1:00:38,1161
Man,25 Kilometres Road,1:12:54,1161
Man,30 Kilometres Road,1:28:56,1161
Man,Marathon,2:08:19,1161
Man,100 Kilometres Road,6:22:32,1161
Man,Half Marathon,1:00:40,1160
Man,25 Kilometres Road,1:12:55,1160
Man,30 Kilometres Road,1:28:58,1160
Man,Marathon,2:08:23,1160
Man,100 Kilometres Road,6:22:43,1160
Man,Half Marathon,1:00:41,1159
Man,25 Kilometres Road,1:12:57,1159
Man,30 Kilometres Road,1:29:00,1159
Man,Marathon,2:08:26,1159
Man,100 Kilometres Road,6:22:54,1159
Man,Half Marathon,1:00:43,1158
Man,25 Kilometres Road,1:12:59,1158
Man,30 Kilometres Road,1:29:02,1158
Man,Marathon,2:08:29,1158
Man,100 Kilometres Road,6:23:05,1158
Man,Half Marathon,1:00:44,1157
Man,25 Kilometres Road,1:13:01,1157
Man,30 Kilometres Road,1:29:05,1157
Man,Marathon,2:08:33,1157
Man,100 Kilometres Road,6:23:16,1157
Man,Half Marathon,1:00:46,1156
Man,25 Kilometres Road,1:13:03,1156
Man,30 Kilometres Road,1:29:07,1156
Man,Marathon,2:08:36,1156
Man,100 Kilometres Road,6:23:27,1156
Man,Half Marathon,1:00:47,1155
Man,25 Kilometres Road,1:13:05,1155
Man,30 Kilometres Road,1:29:09,1155
Man,Marathon,2:08:39,1155
Man,100 Kilometres Road,6:23:38,1155
Man,Half Marathon,1:00:49,1154
Man,25 Kilometres Road,1:13:07,1154
Man,30 Kilometres Road,1:29:11,1154
Man,Marathon,2:08:42,1154
Man,100 Kilometres Road,6:23:50,1154
Man,Half Marathon,1:00:50,1153
Man,25 Kilometres Road,1:13:08,1153
Man,30 Kilometres Road,1:29:14,1153
Man,Marathon,2:08:46,1153
Man,100 Kilometres Road,6:24:01,1153
Man,Half Marathon,1:00:52,1152
Man,25 Kilometres Road,1:13:10,1152
Man,30 Kilometres Road,1:29:16,1152
Man,Marathon,2:08:49,1152
Man,100 Kilometres Road,6:24:12,1152
Man,Half Marathon,1:00:53,1151
Man,25 Kilometres Road,1:13:12,1151
Man,30 Kilometres Road,1:29:18,1151
Man,Marathon,2:08:52,1151
Man,100 Kilometres Road,6:24:23,1151
Man,Half Marathon,1:00:55,1150
Man,25 Kilometres Road,1:13:14,1150
Man,30 Kilometres Road,1:29:21,1150
Man,Marathon,2:08:56,1150
Man,100 Kilometres Road,6:24:34,1150
Man,Half Marathon,1:00:56,1149
Man,25 Kilometres Road,1:13:16,1149
Man,30 Kilometres Road,1:29:23,1149
